ИНН;КПП;ID СКУП;МРФ;Cубъект РФ;Полное наименование учреждения;Адрес учреждения;ФИО директора;Контактный телефон;Электронная почта;;;;;
3422006398;342201001;205841;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Липовская Средняя Школа"" Ольховского Муниципального Района Волгоградской Области";Волгоградская Область, Ольховский Район, С. Липовка, Ул. Ленина, 56;Жингалиев Батр Кабдрахимович;8445621873;edu_olhov@volganet.ru;3;1;1;;
3422006599;342201001;205842;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Октябрьская Средняя Школа"" Ольховского Муниципального Района Волгоградской Области";Волгоградская Область, Ольховский Район, П. Октябрьский, Ул. Школьная, 1;Давыдова Елена Анатольевна;8445657133;Oktyber2007@yandex.ru;3;1;1;;
3422006380;342201001;205843;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Романовская Основная Школа"" Ольховского Муниципального Района Волгоградской Области";Волгоградская Область, Ольховский Район, С. Романовка, Ул. Молодежная, 35;Кускова Ирина Валентиновна;8445656174;romanobr.ds@yandex.ru;3;1;1;;
3422006334;342201001;205844;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Рыбинская Средняя Школа"" Ольховского Муниципального Района Волгоградской Области";Волгоградская Область, Ольховский Район, С. Рыбинка, Ул. Центральная, 52;Бирюкова Галина Ивановна;8445658201; rybinka2008@yandex.ru;3;1;1;;
3422006158;342201001;205845;Юг;Волгоградская Область;"Муниципальное Бюджетное Общеобразовательное Учреждение ""Солодчинская Средняя Школа"" Ольховского Муниципального Района Волгоградской Области";Волгоградская Область, Ольховский Район, С. Солодча, Ул. Краснопартизанская, 9;Бессонов Александр Иванович;9047713976;bessonov_63@inbox.ru;3;1;1;;
3423017265;342301001;205846;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Симкинская Основная Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, Х. Большой Симкин, Ул. Школьная, 5;Кадырбулатова Бибигуль Есенгалиевна;7844956682;simkinn@yandex.ru;3;1;1;;
3423017226;342301001;205847;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Кайсацкая Средняя Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, С. Кайсацкое, Ул. Ленина, 17/1;Макарова Ольга Петровна;8449251236;kaisatskayasosh@mail.ru;3;1;1;;
3423017346;342301001;205848;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Комсомольская Средняя Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, П. Комсомольский, Ул. Комсомольская, 22;Горемыкина Виктория Александровна;8449254548;komschkola@yandex.ru;3;1;1;;
3423017410;342301001;205849;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Краснооктябрьская Средняя Школа Имени В.Н. Фомина"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, П. Красный Октябрь, Ул. Школьная, 1 А;Ушакова Ирина Викторовна;8449266134;pallrono@gmail.ru;3;1;1;;
3423011344;342301001;205850;Юг;Волгоградская Область;«Начальная Школа П.Кумысолечебница» Филиал Муниципального Казённого Общеобразовательного Учреждения «Савинская Средняя Школа» Палласовского Муниципального Района Волгоградской Области;Волгоградская Область, Палласовский Район, П. Кумысолечебница, Ул. Санаторная, 8 А;Бедина Ирина Михайловна;8449257844;shkola-savinka@yandex.ru;3;1;1;;
3423017219;342301001;205851;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Лиманная Основная Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, П. Лиманный, Ул. Молодежная, 15;Искалиева Екатерина Зиниловна;9954274780;ekaterinaiskalieva@mail.ru;3;1;1;;
3423017427;345401001;205852;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Новоиванцовская Основная Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, С. Новая Иванцовка, Ул. Школьная, 6 А;Бажиков Данияр Сайфуллаевич;8449261624;novoishkola@yandex.ru;3;1;1;;
3423017339;342301001;205853;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Прудентовская Средняя Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, Х. Прудентов, Ул. Прудентовская, 1;Куйшинова Тамара Сергеевна;8449252783;prudentov-mou@mail.ru;3;1;1;;
3423018170;342301001;205854;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Путьильичевская Средняя Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, П. Путь Ильича, Ул. Центральная, 2;Издилюкова Шолпан Мендалиевна;8449253461;putmou@gmail.com;3;1;1;;
3423017378;342301001;205855;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Ромашковская Средняя Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, П. Ромашки, Ул. А.Уриха, 55;Шулакова Аэлита Гарифуллаевна;8449259219;romashkischool@mail.ru;3;1;1;;
3423011344;342301001;205856;Юг;Волгоградская Область;«Смычкинская Начальная Школа» Филиал Муниципального Казённого Общеобразовательного Учреждения «Савинская Средняя Школа» Палласовского Муниципального Района Волгоградской Области;Волгоградская Область, Палласовский Район, Х. Смычка, Ул. Береговая, 26;Бедина Ирина Михайловна;8449257738;mnosh-smishka@yandex.ru;3;1;1;;
3423017353;342301001;205857;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Староиванцовская Основная Школа"" Палласовского Муниципального Района Волгоградской Области";Волгоградская Область, Палласовский Район, С. Старая Иванцовка, Ул. Школьная, 4;Мухамедзянова Баян Ажуевна;9272546460;staray7@mail.ru;3;1;1;;
3425002592;342501001;205859;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Сосновская Средняя Общеобразовательная Школа"" Руднянского Муниципального Района Волгоградской Области";Волгоградская Область, Руднянский Район, С. Сосновка, Ул. Пионерская, 8;Воронцов Александр Дмитриевич;8445375518;sosnovschool2008@yandex.ru;3;1;1;;
3426006568;342601001;205860;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Дубовоовражская Средняя Школа"" Светлоярского Муниципального Района Волгоградской Области";Волгоградская Область, Светлоярский Район, С. Дубовый Овраг, Площадь Хвастанцева, 6 А;Тенеряднова Светлана Николаевна;8447767717;dub.sh@yandex.ru;3;1;1;;
3427100884;342701001;205863;Юг;Волгоградская Область;Муниципальное Казенное Общеобразовательное Учреждение Бобровская-Ii Средняя Школа Серафимовичского Района Волгоградской Области;Волгоградская Область, Серафимовичский Район, Х. Бобровский 2-Й, Ул. Центральная, 30;Зерщикова Оксана Валерьевна;8446441924;serafimbobri2@yandex.ru;3;1;1;;
3427100940;345601001;205864;Юг;Волгоградская Область;Муниципальное Казенное Общеобразовательное Учреждение Буерак - Поповская Средняя Школа Серафимовичского Района Волгоградской Области;Волгоградская Область, Серафимовичский Район, Х. Буерак-Поповский, Ул. И.Антипова, 1;Дьячихина Ольга Николаевна;8446435130;serafimbpopovsk@mail.ru;3;1;1;;
3427100926;342701001;205865;Юг;Волгоградская Область;Муниципальное Казенное Общеобразовательное Учреждение Горбатовская Средняя Школа Серафимовичского Района Волгоградской Области;Волгоградская Область, Серафимовичский Район, Х. Горбатовский, Пер. Школьный, 1/1;Петров Сергей Николаевич;8446433775; serafimgorbatov@rambler.ru;3;1;1;;
3427101461;345601001;205866;Юг;Волгоградская Область;Муниципальное Казённое Общеобразовательное Учреждение Зимняцкая Средняя Общеобразовательная Школа Серафимовичского Района Волгоградской Области;Волгоградская Область, Серафимовичский Район, Х. Зимняцкий, Ул. Кирова, 37;Агапцова Елена Николаевна;8446433683;zimschool@ro.ru;3;1;1;;
3427101214;345601001;205867;Юг;Волгоградская Область;Муниципальное Казенное Общеобразовательное Учреждение Отрожкинская Средняя Школа Серафимовичского Района Волгоградской Области;Волгоградская Область, Серафимовичский Район, Х. Отрожки, Ул. Станичная, 11;Бирюкова Людмила Владимировна;8446438447;serafimotrozki@rambler.ru;3;1;1;;
3427100958;345601001;205868;Юг;Волгоградская Область;Муниципальное Казенное Общеобразовательное Учреждение Песчановская Средняя Школа Серафимовичского Района Волгоградской Области;Волгоградская Область, Серафимовичский Район, Х. Песчаный, Ул. Мира, 13;Агеева Людмила Михайловна;8446436444; serafimpeschaniy@mail.ru;3;1;1;;
3427100891;345601001;205869;Юг;Волгоградская Область;Муниципальное Казенное Общеобразовательное Учреждение Среднецарицынская Средняя Школа Серафимовичского Района Волгоградской Области;Волгоградская Область, Серафимовичский Район, Х. Среднецарицынский, Ул. Калинина, 9;Финаев Алексей Владимирович;8446437121;serafimscarica@rambler.ru;3;1;1;;
3429011580;342901001;205870;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Валуевская Средняя Школа"" Старополтавского Района Волгоградской Области";Волгоградская Область, Старополтавский Район, С. Валуевка, Ул. Центральная, 41;Штейнгауэр Ирина Викторовна;8449347731;val-sc@mail.ru;3;1;1;;
3429011534;342901001;205871;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Верхневодянская Средняя Школа"" Старополтавского Района Волгоградской Области";Волгоградская Область, Старополтавский Район, С. Верхняя Водянка, Ул. Школьная, 3;Аболова Алима Елемесовна;8449346533;vodjanka@yandex.ru ;3;1;1;;
3429010629;342901001;205872;Юг;Волгоградская Область;"""Калининская Основная Школа"" Старополтавского Района Волгоградской Области - Филиал Муниципального Казенного Общеобразовательного Учреждения ""Новополтавская Средняя Школа Имени А.Г. Кораблева"" Старополтавского Района Волгоградской Области";Волгоградская Область, Старополтавский Район, С. Калинино, Ул. Школьная, 31;Мишура Светлана Андреевна;8449345124;novpol.mou@mail.ru;3;1;1;;
3429011510;342901001;205873;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Колышкинская Средняя Школа"" Старополтавского Района Волгоградской Области";Волгоградская Область, Старополтавский Район, С. Колышкино, Пер. Школьный, 3;Черняченко Татьяна Владимировна;9377048695;tatyana--73@mail.ru;3;1;1;;
3429011647;342901001;205874;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Курнаевская Средняя Школа"" Старополтавского Района Волгоградской Области";Волгоградская Область, Старополтавский Район, С. Курнаевка, Ул. Школьная, 43 А;Босенко Ольга Александровна;8449347040;bosencko.olg.@yandex.ru;3;1;1;;
3429010636;342901001;205876;Юг;Волгоградская Область;"""Черебаевская Основная Школа"" Старополтавского Района Волгоградской Области - Филиал Муниципального Казенного Общеобразовательного Учреждения ""Иловатская Средняя Школа"" Старополтавского Района Волгоградской Области";Волгоградская Область, Старополтавский Район, С. Черебаево, Ул. Ленина, 25;Мордвинова Людмила Николаевна;8449346732;cherebaewo-edu@yandex.ru;3;1;1;;
3430031990;343001001;205878;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Ближнеосиновская Средняя Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Х. Ближнеосиновский, Ул. Школьная, 6;Чернова Мария Васильевна;8447396336;schoolbos@yandex.ru;3;1;1;;
3430031775;343001001;205879;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Новомаксимовская Средняя Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Х. Верхнечирский, Ул. Железнодорожная, 31;Кагальницкова Мария Павловна;8447399463;ya.n-maks@yandex.ru;3;1;1;;
3430031905;343001001;205880;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Добринская Средняя Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Х. Добринка, Ул. Школьная, 18;Сухорукова Вера Федоровна;8447397636;dobrink@yandex.ru;3;1;1;;
3430031944;343001001;205881;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Лобакинская Средняя Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Х. Лобакин, Ул. Березовая,  6;Аникеева Надежда Григорьевна;8447322464;mou.lobakinskaya@yandex.ru;3;1;1;;
3430031831;343001001;205882;Юг;Волгоградская Область;"Лысовский Филиал Муниципального Казенного Общеобразовательного Учреждения ""Бурацкая Средняя Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Х. Лысов, Ул. Молодёжная, 6;Машихина Людмила Николаевна;8447398528;burazschool@yandex.ru;3;1;1;;
3430031920;343001001;205883;Юг;Волгоградская Область;"Майоровский Филиал Муниципального Казенного Общеобразовательного Учреждения ""Качалинская Средняя Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Х. Майоровский, Ул. Центральная, 6;Власова Анжелика Ивановна;8447398323;kachalin.schkola@yandex.ru;3;1;1;;
3430031856;343001001;205884;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Нижнечирская Основная Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Ст-Ца Нижний Чир, Ул. Димитрова, 11;Лазарева Татьяна Александровна;8447322232;nsirckola2@mail.ru;3;1;1;;
3430032000;343001001;205885;Юг;Волгоградская Область;Новодербеновский Филиал Муниципального Казенного Общеобразовательного Учреждения Средней Общеобразовательной Школы №3 Г.Суровикино;Волгоградская Область, Суровикинский Район, Х. Новодербеновский, Пер. Школьный, 1;Кусмарцева Татьяна Александровна;8447394276;r34alianse@nxt.ru;3;1;1;;
3430031856;343001001;205886;Юг;Волгоградская Область;"Суворовский Филиал Муниципального Казенного Общеобразовательного Учреждения ""Нижнечирская Основная Общеобразовательная Школа""";Волгоградская Область, Суровикинский Район, Ст-Ца Суворовская, 208;Лазарева Татьяна Александровна;8447397610;nsirckola2@mail.ru;3;1;1;;
3431004911;343101001;205887;Юг;Волгоградская Область;"Верхнебезымяновский Филиал Муниципального Казенного Общеобразовательного Учреждения ""Искровская Средняя Школа Имени В.И. Шульпекова Урюпинского Муниципального Района Волгоградской Области""";Волгоградская Область, Урюпинский Район, Х. Верхнебезымяновский, Пер. Школьный, 1;Петренко Елена Сергеевна;8444295210;urypsk104@mail.ru;3;1;1;;
3431004911;343101001;205888;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Искровская Средняя Школа Имени В.И. Шульпекова Урюпинского Муниципального Района Волгоградской Области""";Волгоградская Область, Урюпинский Район, П. Искра, Ул. Краснознаменная, 5;Зуев Александр Анатольевич;8444241493;urupsk109@mail.ru;3;1;1;;
3432030833;343201001;205889;Юг;Волгоградская Область;"Филиал ""Амелинская Основная Школа"" Муниципального Общеобразовательного Учреждения ""Терновская Средняя Школа""";Волгоградская Область, Фроловский Район, Х. Амелино, 1033;Нагорная Елена Викторовна;8446555473;amelinskaya@yandex.ru;3;1;1;;
3432004689;343201001;205891;Юг;Волгоградская Область;"Филиал ""Верхнелиповская Основная Школа"" Муниципального Общеобразовательного Учреждения ""Краснолипковская Средняя Школа""";Волгоградская Область, Фроловский Район, Х. Верхние Липки, 220;Тимофеева Татьяна Владимировна;8446547218;lipkisk63@mail.ru;3;1;1;;
3432004689;343201001;205892;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Краснолипковская Средняя Школа"" Фроловского Муниципального Района Волгоградской Области";Волгоградская Область, Фроловский Район, Х. Красные Липки, 80 А;Тимофеева Татьяна Владимировна;8446557218;lipkisk63@mail.ru;3;1;1;;
3432004752;343201001;205893;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Малодельская Основная Школа"" Фроловского Муниципального Района Волгоградской Области";Волгоградская Область, Фроловский Район, Ст-Ца Малодельская, 1056;Пахомова Алена Руслановна;8446554259;malodelskaya2017@yandex.ru;3;1;1;;
3432000109;343201001;205894;Юг;Волгоградская Область;"""Писарёвская Средняя Школа"" Филиал Муниципального Общеобразовательного Учреждения  ""Зеленовская Средняя Школа""";Волгоградская Область, Фроловский Район, Х. Писаревка, 1030;Рябова Татьяна Алексеевна;8446552612;pisarevka2007@ya.ru;3;1;1;;
3432000109;343201001;205895;Юг;Волгоградская Область;"""Шуруповская Основная Школа"" Филиал Муниципального Общеобразовательного Учреждения ""Зеленовская Средняя Школа""";Волгоградская Область, Фроловский Район, Х. Шуруповский, Ул. Седова, 11 Б;Рябова Татьяна Алексеевна;8446540464;shurshool@mail.ru;3;1;1;;
3433006791;345801001;205896;Юг;Волгоградская Область;"Муниципальное Казённое Общеобразовательное Учреждение ""Захаровская Средняя Школа"" Чернышковского Муниципального Района Волгоградской Области";Волгоградская Область, Чернышковский Район, Х. Захаров, Ул. Им. Т.Скоробогатовой, 14;Попов Сергей Михайлович;8447465448;mou-sosch@yandex.ru;3;1;1;;
3441014330;344101001;205897;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Средняя Школа № 1 Имени А.М. Горького"" Городского Округа Город Фролово";Волгоградская Область, Г. Фролово, Ул. Пролетарская, 326;Бакушина Галина Владимировна;8446524917;school1_frolovo@mail.ru;3;1;1;;
3439002803;343901001;205898;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Средняя Школа № 1 Имени А.М. Горького"" Городского Округа Город Фролово";Волгоградская Область, Г. Фролово, Ул. Свердлова, 33;Бакушина Галина Владимировна;8446524917;gorono@mail.ru;3;1;1;;
3448013142;344801001;205899;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Лицей №1 Красноармейского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Брестская, 15;Звонникова Людмила Валентиновна;8442350311;lyceum1@volgadmin.ru;3;1;1;;
3448016993;344801001;205900;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №124 Красноармейского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Им. Вучетича, 30;Акимова Светлана Викторовна;8442620331;school124@volgadmin.ru;3;1;1;;
3448015968;344801001;205901;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №75 Красноармейского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Пролетарская, 9;Белолипецкая Ольга Николаевна;8442675134;school75@volgadmin.ru;3;1;1;;
3448015735;344801001;205902;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Гимназия №8 Красноармейского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Удмуртская, 34;Алещенко Лариса Владимировна;8442620831;gymnasium8@volgadmin.ru;3;1;1;;
3447013887;344701001;205903;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа С Углубленным Изучением Отдельных Предметов №57 Кировского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Им. Губкина, 11, Лит. А;Агалиева Елена Дмитриевна;8442441581;school57@volgadmin.ru;3;1;1;;
3447021951;344701001;205904;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №24 Имени Героя Советского Союза А.В. Федотова Кировского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Абганеровская, 107;Грошева Наталья Борисовна;8442445896;school24@volgadmin.ru;3;1;1;;
3441014411;344101001;205905;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №27 Тракторозаводского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Мелиораторов, 9;Кулина Людмила Петровна;8442792427;school27@volgadmin.ru;3;1;1;;
3441014796;344101001;205906;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №86 Тракторозаводского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Им. Демьяна Бедного, 12;Дьячкова Елена Петровна;8442714822;school86@volgadmin.ru;3;1;1;;
3444138020;345901001;205907;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №92 Краснооктябрьского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Репина, 78;Юхно Марина Тадеушевна;8442731523;kancelyaria@volgadmin.ru;3;1;1;;
3444194730;344401001;205908;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Гимназия №3 Центрального Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Коммунистическая, 6;Гриценко Лариса Васильевна;8442334524;school10@volgadmin.ru;3;1;1;;
3444062702;344401001;205909;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Лицей №5 Имени Ю.А.Гагарина Центрального Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Мира, 26;Тропкина Лариса Александровна;8442331049;volgograd-dmsh14@mail.ru;3;1;1;;
3444062702;344401001;205910;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Лицей №5 Имени Ю.А.Гагарина Центрального Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Кубанская, 20;Тропкина Лариса Александровна;8442331051;lyceum5@volgadmin.ru;3;1;1;;
3446501507;344601001;205911;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа С Углубленным Изучением Отдельных Предметов №106 Советского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Им. Ухтомского, 10;Мусаева Юлия Владимировна;8442356470;school106@volgadmin.ru;3;1;1;;
3446501507;344601001;205912;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа С Углубленным Изучением Отдельных Предметов №106 Советского Района Волгограда""";Волгоградская Область, Г. Волгоград, Ул. Школьная, 4;Мусаева Юлия Владимировна;8442356470;school106@volgadmin.ru;3;1;1;;
3446501306;344601001;205913;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №46 Имени Гвардии Генерал-Майора В.А.Глазкова Советского Района Волгограда""";Волгоградская Область, Г. Волгоград, С. Песчанка, Ул. Ольховская, 8;Литвинова Светлана Анатольевна;8442479131; school46@volgadmin.ru;3;1;1;;
3446501842;344601001;205914;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №15 Советского Района Волгограда""";Волгоградская Область, Г. Волгоград, Рп. Горьковский, Ул. Волгоградская, 156;Малиновская Светлана Николаевна;8442350190;school15@volgadmin.ru;3;1;1;;
3446501458;344601001;205915;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Школа №129 Советского Района Волгограда""";Волгоградская Область, Г. Волгоград, П. Горный, Ул. Семушкина, 2;Овчарова Ольга Александровна;8442461145;school129@volgadmin.ru;3;1;1;;
3439004656;343901001;205917;Юг;Волгоградская Область;"Муниципальное Казенное Общеобразовательное Учреждение ""Средняя Школа № 6"" Городского Округа Город Фролово";Волгоградская Область, Г. Фролово, Мкр. Заречный, 35;Топчиева Алевтина Ивановна ;8446524146;frolovo_sch6@mail.ru;3;1;1;;
3408007897;340801001;205918;Юг;Волгоградская Область;Муниципальное Бюджетное Образовательное Учреждение Краснодонская Средняя Общеобразовательная Школа Иловлинского Муниципального Района Волгоградской Области;Волгоградская Область, Иловлинский Район, Х. Краснодонский, Ул. Школьная, 5;Волкова Оксана Николаевна;8446757446;r34ilovlyakrasnodons@yandex.ru;3;1;1;;
3408007953;340801001;205919;Юг;Волгоградская Область;Муниципальное Бюджетное Образовательное Учреждение Трехостровская Средняя Общеобразовательная Школа Иловлинского Муниципального Района Волгоградской Области;Волгоградская Область, Иловлинский Район, Ст-Ца Трехостровская, Ул. Советская, 36;Федосеева Надежда Геннадьевна;9377329053;t_ostrovs@mail.ru;3;1;1;;
3418009149;341801001;205920;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Комсомольская Средняя Школа"" Николаевского Муниципального Района Волгоградской Области";Волгоградская Область, Николаевский Район, С. Комсомолец, Ул. Чеботарева, 1;Волчанская Елена Анатольевна;8449458520;komsomol1835@yandexl.ru;3;1;1;;
3418007381;341801001;205921;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Пионерская Средняя Школа"" Николаевского Муниципального Района Волгоградской Области";Волгоградская Область, Николаевский Район, П. Пионер, Ул. Школьная, 1;Кадрашов Сансызбай Утимесович;8449461206;schoolpioner@yandex.ru;3;1;1;;
3419403684;341901001;205922;Юг;Волгоградская Область;Филиал Муниципального Казенного Общеобразовательного Учреждения Филоновской Средней Школы Новоаннинского Муниципального Района Волгоградской Области;Волгоградская Область, Новоаннинский Район, Х. Саломатин, Ул. Зеленая, 19;Юсупова Марина Анатольевна;8444298192;sre-filonovskaya@yandex.ru;3;1;1;;
3419403677;341901001;205923;Юг;Волгоградская Область;Филиал Муниципального Казенного Общеобразовательного Учреждения Бочаровской Средней Школы Новоаннинского Муниципального Района Волгоградской Области;Волгоградская Область, Новоаннинский Район, Х. Сатаровский, Ул. Школьная, 8;Попова Наталия Николаевна;7844234323;botscharovskaja@rambler.ru;3;1;1;;
3426006649;342601001;205924;Юг;Волгоградская Область;"Филиал ""Луговая Основная Школа"" Муниципального Казённого Общеобразовательного Учреждения ""Приволжская Средняя Школа"" Светлоярского Муниципального Района Волгоградской Области";Волгоградская Область, Светлоярский Район, П. Луговой, Ул. Красных Зорь, 25;Давыдова Наталья Ивановна;8447767169;shkolaprivolg@mail.ru;3;1;1;;
3426006494;345801001;205925;Юг;Волгоградская Область;"Филиал ""Прудовая Основная Школа"" Муниципального Казённого Общеобразовательного Учреждения ""Червленовская Средняя Школа"" Светлоярского Муниципального Района Волгоградской Области";Волгоградская Область, Светлоярский Район, П. Прудовый, Ул. Набережная, 35;Калмыкова Светлана Владимировна;8447765413;prudovshkola@yandex.ru;3;1;1;;
3454003777;345401001;205927;Юг;Волгоградская Область;"Школа Х. Госпитомник Филиал Муниципального Общеобразовательного Учреждения ""Средняя Общеобразовательная Школа"" Х. Бурковский Среднеахтубинского Района Волгоградской Области";Волгоградская Область, Среднеахтубинский Район, Х. Госпитомник, Пер. Школьный, 2;Попкова Ольга Викторовна;8447955325;srd_sh.burkovka@volganet.ru;3;1;1;;
3428944224;342801001;205928;Юг;Волгоградская Область;"Школа П. Великий Октябрь Филиал Муниципального Казенного Образовательного Учреждения ""Средняя Общеобразовательная Школа"" П. Куйбышев";Волгоградская Область, Среднеахтубинский Район, П. Великий Октябрь, Ул. Школьная, 24;Кириллова Ирина Константиновна;8447975159;srd_sh.kuibsch@volganet.ru;3;1;1;;
3428083487;342801001;205929;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа"" С. Верхнепогромное";Волгоградская Область, Среднеахтубинский Район, С. Верхнепогромное, Ул. Центральная, 51;Басова Ирина Николаевна;8447976440;srd_sh.vp@volganet.ru;3;1;1;;
3428083487;342801001;205930;Юг;Волгоградская Область;"Муниципальное Общеобразовательное Учреждение ""Средняя Общеобразовательная Школа"" С. Верхнепогромное";Волгоградская Область, Среднеахтубинский Район, С. Верхнепогромное, Ул. Степная, 12;Басова Ирина Николаевна;8447976440;srd_sh.vp@volganet.ru;3;1;1;;
